message;severity;node;stamp;location
"Oh no! I hit the wall! (Clamping from [x=2,701332, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.696058392";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,698152, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.695980838";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,694989, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.688897519";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,704511, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.680521906";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,701332, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.679578549";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,698169, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.673525032";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,707690, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.664157233";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,704511, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.663335070";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,701348, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.657192157";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,710869, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.648638888";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,707690, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.647890364";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,704527, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.641357337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,714049, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.632276730";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,710869, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.631530029";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,707706, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.625133410";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,717228, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.616580337";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,714049, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.615836321";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,710886, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.609383426";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,720407, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.600872342";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,717228, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.599419365";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,714065, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.592920429";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,723586, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.584160597";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,720407, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.583214881";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,717244, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.577326758";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,726766, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.568336023";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,723586, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.567475151";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,720423, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.561653377";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,729945, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.552615978";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,726766, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.551706469";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,723603, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.545655199";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,733124, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.536792979";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,729945, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.535906782";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,726782, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.529449609";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,736304, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.520305542";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,733124, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.519441833";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,729961, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.513438061";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,739483, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.504312564";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,736304, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.503620572";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,733140, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.497452079";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,742662, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.488394629";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,739483, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.487749953";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,736320, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.481631237";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,745841, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.472144430";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,742662, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.471282117";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,739499, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.464970833";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,749021, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.456407766";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,745841, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.455736982";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,742678, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.449390922";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,752200, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.440012055";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,749021, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.439435902";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,745857, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.432873237";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,755379, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.424631769";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,752200, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.423842442";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,749037, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.417380624";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,758558, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.408941626";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,755379, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.408175636";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,752216, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.401763243";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,761738, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.393118157";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,758558, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.392155378";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,755395, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.385200284";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,764917, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.376051222";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,761738, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.375413664";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,758574, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.369593479";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,768096, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.360464319";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,764917, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.359766462";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,761754, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.352901835";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,771276, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.344462633";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,768096, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.343298862";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,764933, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.337096271";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,774455, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.328648148";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,771276, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.327592703";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,768112, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.321332085";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,777634, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.312277292";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,774455, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.312047886";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,771291, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.305049099";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,780813, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.296534742";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,777634, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.295441706";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,774470, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.289420232";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,783993, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.280637780";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,780813, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.279409742";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,777650, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.273095573";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,787172, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.264335839";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,783993, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.263811633";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,780829, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.257079648";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,790351, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.248710672";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,787172, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.247874041";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,784008, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.240779699";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,793530, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.232885453";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,790351, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.231989371";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,787187, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.225532258";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,796710, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.216328323";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,793530, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.215313134";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,790367, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.209256608";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,799889, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.200717910";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,796710, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.199629812";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,793546, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.192895518";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,803068, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.184187286";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,799889, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.184150661";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,796725, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.177285321";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,806248, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.167953750";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,803068, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.167138207";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,799904, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.160978863";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,809427, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.152694193";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,806248, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.151866295";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,803084, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.144780359";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,812606, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.136266748";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,809427, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.135360065";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,806263, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.129746676";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,815785, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.120749348";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,812606, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.119977718";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,809442, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.113751822";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,818965, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.104672800";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,815785, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.103613500";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,812621, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.097595243";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,822144, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.089117499";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,818965, y=-0,031842])";"30";"turtlesim2.sim";"1725958449.088065323";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,815801, y=-0,031842])";"30";"turtlesim1.sim";"1725958449.081431527";"./src/turtle.cpp:update:260"
"Oh no! I hit the wall! (Clamping from [x=2,825323, y=-0,031842])";"30";"turtlesim3.sim";"1725958449.072649383";"./src/turtle.cpp:update:260"
